--- scanner 0 ---
906,-640,339
-752,659,-673
-813,834,-680
931,-770,-737
531,691,365
15,-70,-46
743,615,366
-426,771,411
-676,-809,464
-838,773,-747
-410,-527,-920
905,-838,-754
-595,-805,300
664,270,-569
-740,-840,314
-460,-575,-860

--- scanner 9 ---
-747,731,419
-654,811,408
-612,-840,-621
31,-49,-42
-616,-759,-738
417,461,-478
351,-562,-605
315,-630,-452
418,494,838
-931,-637,315
473,-414,868
-870,-570,290
430,-397,718
437,328,-555
-578,-764,-632
-665,602,-698
-779,817,337
315,-573,-684
-494,573,-787
473,353,-503
447,624,725
-756,-644,376
444,622,762
-421,609,-709
478,-457,668

--- scanner 10 ---
464,857,-277
886,-433,523
-355,-506,-759
591,863,720
-51,-37,72
-505,-457,673
-347,622,674
44,114,-71
755,-469,586
-738,-437,690
467,786,-365
-470,-490,-718
-595,660,-598
-639,-543,706
794,-690,-554
-295,-552,-670
872,-516,650
721,-648,-501
587,837,-347
489,859,564
-605,842,-682
-380,615,724
560,852,485
-634,715,-756
-386,635,591
711,-670,-508

--- scanner 11 ---
-388,548,-319
-619,-750,644
499,603,-457
694,502,864
663,737,875
460,-537,-678
543,-491,-658
83,53,36
368,540,-421
-381,693,-269
-36,-41,-62
-709,-737,796
790,-260,869
-713,-734,513
787,-348,798
382,667,-504
533,-484,-636
667,-330,849
-471,-320,-729
-403,448,745
-564,-370,-863
765,581,871
-627,-440,-742
-257,631,-291
-518,363,776
-511,438,898

--- scanner 12 ---
-322,651,-505
-416,-647,382
-27,2,52
-442,-519,458
661,-485,-789
-318,524,-376
630,-419,-693
938,449,592
-814,-750,-640
733,698,-503
946,488,505
-445,-517,495
-349,594,-500
743,553,-448
-782,-690,-819
-736,453,832
-654,350,804
668,590,-381
-801,311,769
656,-330,812
526,-509,-739
749,-410,801
-715,-675,-686
811,490,511
781,-324,883

--- scanner 13 ---
-790,-792,-594
-598,399,-663
-827,-795,-592
387,-924,660
619,-924,603
675,663,464
604,750,525
-537,497,437
540,-888,592
-577,342,-459
809,606,-678
840,752,-604
438,-766,-323
-903,-821,-464
-570,530,-546
490,-802,-298
837,521,-543
-783,-809,427
31,-125,160
-733,-761,487
570,669,460
-514,482,506
-544,645,462
413,-822,-431
-933,-766,444
-109,-182,28

--- scanner 14 ---
492,-690,686
-379,700,656
397,-369,-669
-481,-862,-406
499,806,-471
-527,-538,733
591,543,474
651,819,-561
550,-379,-777
-385,791,802
-589,713,-508
-295,672,741
519,-294,-662
-541,-654,-416
637,480,426
496,-616,718
-613,712,-528
-643,653,-456
782,803,-467
378,-637,696
-569,-816,-406
-27,-27,-52
-473,-484,595
126,52,55
777,533,530
-496,-616,635

--- scanner 15 ---
753,-446,715
524,748,644
807,-692,-410
837,-529,-454
-773,519,-558
-396,-469,-652
418,719,-392
448,774,516
-574,376,413
774,-389,511
-310,-755,424
-747,451,-541
-490,-725,423
77,-52,-99
-753,408,473
561,745,646
618,714,-435
-763,442,-596
-620,475,488
-394,-641,-536
814,-544,-385
781,-577,598
568,762,-375
84,99,44
-402,-783,280
-315,-452,-539

--- scanner 16 ---
365,525,766
467,-756,576
-642,667,928
64,-22,-47
361,519,661
-762,789,-507
371,-767,567
363,543,-453
-550,-383,-693
338,691,-446
-622,-339,-756
-703,436,931
-383,-619,615
-558,-345,-693
526,-689,580
446,-550,-416
506,-679,-347
-558,846,-486
-342,-733,508
-319,-762,554
407,706,-423
530,-753,-407
-645,658,-479
-777,582,900
426,438,695
-34,61,137

--- scanner 17 ---
855,-728,-374
866,-663,-436
562,511,534
380,427,544
-66,26,-43
-895,-709,-913
577,-523,498
-866,-850,-962
614,-737,499
-511,-533,473
-782,704,590
365,832,-525
-403,-549,430
-797,790,392
-534,571,-883
-713,-757,-948
-631,571,-821
51,-160,-150
648,-725,477
436,744,-528
833,-787,-434
-497,-548,577
385,762,-648
-755,781,471
507,353,573
-705,591,-960

--- scanner 18 ---
-278,-741,787
-276,700,948
-29,-9,40
-290,607,795
738,716,-224
687,646,-397
-355,-721,616
-804,637,-751
749,-598,732
703,389,615
696,-492,-508
-864,578,-773
-802,513,-784
790,-508,-639
-417,-721,713
-325,559,977
797,736,-384
786,-505,-356
615,555,615
69,-166,127
676,490,703
801,-658,786
-713,-982,-283
729,-599,756
-710,-894,-354
-590,-912,-303

--- scanner 19 ---
-877,780,676
-14,25,-99
684,559,232
746,-362,808
504,526,-691
774,-523,786
-749,645,-875
306,-493,-518
-835,-409,495
648,-500,765
-904,-432,510
-816,709,763
-897,-828,-753
-914,-678,-796
-881,675,682
-879,-439,658
320,-348,-483
715,614,340
458,623,-667
562,590,-515
824,609,295
-681,492,-911
-738,724,-911
-854,-628,-748
470,-412,-514

--- scanner 20 ---
-608,761,-407
453,711,-877
-551,-304,-797
-833,809,665
-696,913,-365
-501,-468,766
-777,630,700
124,20,18
406,-401,-805
-24,-43,-132
-499,-577,635
494,727,-762
542,665,-937
-595,-413,-758
441,-270,-775
-444,-458,-833
-771,731,561
485,-329,661
373,-368,554
367,-276,-681
717,910,263
723,914,339
381,-295,736
-534,-420,614
653,894,471
-567,854,-382

--- scanner 21 ---
498,-818,-541
-6,43,3
831,545,712
-448,625,585
775,344,-587
-631,571,-812
-514,-741,672
-581,564,-845
-525,-817,638
-645,-813,-640
806,-683,527
115,-105,75
779,-735,382
928,572,882
-408,-736,634
691,526,-597
849,471,-558
-695,-911,-550
-498,551,-806
412,-833,-739
-437,632,829
421,-791,-660
-359,596,756
-518,-876,-580
922,497,843
768,-712,529

--- scanner 22 ---
-114,92,166
-617,458,-684
-752,-702,-454
-399,-522,955
499,610,-535
-782,576,925
521,-597,-327
402,656,-511
-536,622,-688
-460,-515,780
548,-395,602
281,669,633
-802,-762,-406
466,714,-687
-472,472,-719
388,560,676
368,-529,-291
654,-400,640
-814,538,955
-952,-745,-449
600,-586,-291
309,612,577
537,-319,636
-374,-589,894
-786,569,892
-5,156,13

--- scanner 23 ---
599,698,-745
757,-728,697
-1,37,-102
-846,620,808
-769,-791,-774
492,769,-639
-964,404,-573
-917,495,814
-878,518,-647
676,-724,563
-714,-700,-705
-380,-371,694
659,646,719
755,615,653
705,750,629
389,-375,-520
732,-786,719
421,-440,-436
-818,-651,-693
-939,343,-640
-424,-317,597
269,-357,-413
-163,-71,-50
-835,527,728
-444,-419,571
538,907,-751

--- scanner 24 ---
637,-511,-374
744,683,-680
-567,-737,960
-401,-537,-231
824,590,-691
507,-482,-261
-557,806,-809
404,-880,761
635,-508,-337
-550,-805,934
-735,303,693
645,460,860
479,-781,807
-605,-814,950
-6,-115,28
735,564,814
-384,-494,-381
830,715,-762
669,595,910
464,-848,940
-631,692,-723
-624,867,-784
-729,512,754
-444,-542,-431
-623,441,647
-137,-45,147

--- scanner 25 ---
594,-294,-806
-838,835,-643
677,785,-805
423,-606,284
-345,572,235
-488,-704,262
-295,-477,-723
737,733,-751
-270,579,357
-792,835,-731
843,680,489
353,-729,264
-366,-398,-761
-630,825,-703
-409,-633,269
614,-433,-732
441,-726,335
-355,464,388
614,-371,-635
830,770,337
-644,-602,258
827,774,620
-419,-576,-715
736,713,-775
-27,-47,-133

--- scanner 26 ---
-759,569,791
-707,699,-669
507,752,-562
-829,-556,-314
536,-616,-367
767,-468,471
640,555,405
561,566,369
624,833,-558
-680,751,-814
-669,728,-667
-550,-703,565
547,-609,-611
-9,1,-28
613,757,-524
458,-580,-440
-823,-481,-353
-677,642,785
690,-335,491
793,623,369
-775,509,745
742,-360,527
-570,-514,519
-570,-609,645
-732,-529,-484

--- scanner 27 ---
-956,-710,-512
-773,-627,377
-521,360,-271
-128,68,37
-546,358,570
323,602,730
-524,431,-359
396,-802,-313
-852,-665,448
32,-35,-62
475,-760,-322
-879,-539,-532
-648,354,726
594,-787,-399
495,-782,744
-817,-636,-532
290,595,680
538,557,-592
585,-880,794
555,-845,617
-674,-619,501
548,375,-676
577,502,-750
-617,365,491
329,582,597
-644,380,-341

--- scanner 28 ---
-914,357,-349
811,-660,-677
-877,-727,826
58,10,-118
420,399,-693
772,-673,-594
-337,269,492
863,514,667
803,468,756
-57,-149,-8
-790,-628,-455
524,-753,753
-746,-679,735
519,505,-709
653,419,-676
-619,-599,-544
688,452,715
-916,-652,832
553,-880,679
-863,-592,-533
-794,450,-353
563,-698,595
-777,356,-435
-545,285,556
778,-653,-727
-413,265,486

--- scanner 29 ---
308,-451,621
-569,646,-625
270,319,-660
-830,-605,525
-931,476,403
58,11,-14
830,522,880
292,-503,678
-657,545,-598
491,-800,-276
797,398,882
-849,-555,356
443,389,-609
-49,-128,43
-902,335,354
-569,480,-537
-486,-550,-480
-566,-633,-550
671,-857,-292
560,-827,-323
819,457,942
-547,-501,-615
-890,-613,499
483,-421,666
-749,428,368
430,299,-719
